"X1","Y1"
103.848877271188,1.36240214356976
103.846649532119,1.35883638058622
103.85017553096,1.36523667579653
103.848790926102,1.36277056888732
103.849401526401,1.3619807329919
103.850378245489,1.3612402589905
103.849052522899,1.35918638830175
103.848704024032,1.36254135443925
103.848707608523,1.35939628014616
103.847298570452,1.36172986798081
103.848880828367,1.36206732413097
103.850333772138,1.36236524932079
103.847034902454,1.35974945288265
103.849648778196,1.36147571132949
103.850744300658,1.36408386823218
103.85038024185,1.36281037252562
103.851829311738,1.36285980399142
103.845944149237,1.35979461647124
103.848179759665,1.36303688096108
103.849357546786,1.36145980554739
103.846949509007,1.35920972510374
103.850595589217,1.36312933907452
103.849700912515,1.36165560959327
103.848761888,1.36213727238725
103.847182025308,1.36016405622605
103.845725322021,1.35829554004142
103.850823784035,1.3625940884385
103.85112621071,1.36350868877523
103.846153826938,1.36108166693673
103.850418809106,1.36282501861767
103.847933014569,1.35886087149015
103.848157678523,1.36223276778955
103.848080816426,1.36032066525967
103.84878671376,1.36169434792115
103.846078926463,1.36045564195386
103.849098664825,1.36312048838723
103.849535446726,1.36308337769948
103.846392598455,1.36094565422423
103.848555149974,1.36114916401865
103.84745684726,1.36267465470715
103.847827161758,1.35823935407763
103.849165050797,1.3605568789729
103.847621853374,1.36158055789157
103.846319135274,1.36195448977221
103.847314356241,1.3598171657408
103.848490653748,1.36027908977061
103.847879812357,1.3624689961262
103.846839662868,1.36146605512711
103.849830797365,1.36158590414736
103.846882890778,1.36188506544141
103.845814749552,1.35996945565845
103.845909883719,1.35790685085088
103.84501482428,1.35867043737975
103.848458296376,1.36242887987174
103.847601297616,1.36112871401225
103.847659411337,1.36131657817464
103.850523506853,1.36468705208573
103.849675146962,1.36404991819988
103.849092469009,1.36396475014813
103.848628823727,1.36191113993151
103.846464735262,1.36171358150771
103.847488447672,1.3602910534299
103.849717813277,1.36430828344874
103.849586868497,1.36125938809624
103.847583045045,1.36233619872738
103.847591318597,1.36048623137255
103.845302839829,1.35990050604108
103.847519600421,1.3615630267078
103.845826967405,1.36168172510692
103.845415002901,1.35877844925515
103.850637014682,1.36403752996555
103.848448304067,1.36438040501719
103.849212289293,1.36002263174452
103.851428944124,1.36439249640965
103.847617525771,1.3590114610307
103.847060889268,1.36054620054506
103.84762077525,1.36089733207372
103.849388562976,1.36204574415928
103.849445313209,1.36092259990903
103.846451465261,1.36166424679317
103.847500664076,1.36071060460196
103.846145435716,1.35798025279899
